localidade,data,precipitacao,pressao_atmosferica,radiacao_solar_global,temperatura_bulbo_seco,temperatura_orvalho,umidade_relativa,velocidade_vento
BARREIRAS,2022-07-01T00:00:00Z,0.0,889.92,1669.22,20.85,7.1,42.17,2.73
BARREIRAS,2022-07-02T00:00:00Z,0.0,891.53,1554.69,20.87,8.35,46.67,2.35
BARREIRAS,2022-07-03T00:00:00Z,0.0,893.09,1632.04,20.46,9.78,51.5,3.4
BARREIRAS,2022-07-04T00:00:00Z,0.0,892.53,1589.07,18.47,7.25,51.0,2.4
BARREIRAS,2022-07-05T00:00:00Z,0.0,891.31,1559.28,18.65,8.02,51.46,2.05
BARREIRAS,2022-07-06T00:00:00Z,0.0,890.85,1653.78,19.84,7.95,47.96,2.3
BARREIRAS,2022-07-07T00:00:00Z,0.0,891.18,1614.55,19.97,8.72,49.75,1.58
BARREIRAS,2022-07-08T00:00:00Z,0.0,892.78,1661.49,20.86,9.62,50.71,1.93
BARREIRAS,2022-07-09T00:00:00Z,0.0,892.57,1710.96,19.64,9.1,52.08,2.3
BARREIRAS,2022-07-10T00:00:00Z,0.0,891.3,1669.17,19.03,8.97,53.21,2.74
BARREIRAS,2022-07-11T00:00:00Z,0.0,889.74,1674.82,18.01,8.8,56.42,2.52
BARREIRAS,2022-07-12T00:00:00Z,0.0,890.57,1691.86,19.18,7.8,50.04,1.55
BARREIRAS,2022-07-13T00:00:00Z,0.0,890.53,1666.82,20.7,5.95,40.08,1.77
BARREIRAS,2022-07-14T00:00:00Z,0.0,890.11,1637.47,20.6,8.07,46.04,2.71
BARREIRAS,2022-07-15T00:00:00Z,0.0,889.83,1432.38,20.93,8.16,45.83,1.91
BARREIRAS,2022-07-16T00:00:00Z,0.0,889.64,1446.38,21.15,8.15,44.96,2.16
BARREIRAS,2022-07-17T00:00:00Z,0.0,891.23,1441.43,21.38,6.86,40.79,2.15
BARREIRAS,2022-07-18T00:00:00Z,0.0,891.73,1684.69,20.62,6.77,42.83,2.14
BARREIRAS,2022-07-19T00:00:00Z,0.0,892.12,1715.62,19.95,9.2,52.0,1.9
BARREIRAS,2022-07-20T00:00:00Z,0.0,890.6,1480.06,19.67,8.74,51.17,2.39
BARREIRAS,2022-07-21T00:00:00Z,0.0,889.89,1531.85,19.6,8.72,51.12,2.08
BARREIRAS,2022-07-22T00:00:00Z,0.0,889.86,1728.02,20.07,7.93,47.12,2.37
BARREIRAS,2022-07-23T00:00:00Z,0.0,890.0,1692.22,20.45,7.19,43.79,2.07
BARREIRAS,2022-07-24T00:00:00Z,0.0,890.34,1678.97,20.45,7.69,45.79,2.36
BARREIRAS,2022-07-25T00:00:00Z,0.0,890.79,1454.98,20.65,9.16,49.38,2.17
BARREIRAS,2022-07-26T00:00:00Z,0.0,891.04,1564.77,20.42,7.85,46.92,2.78
BARREIRAS,2022-07-27T00:00:00Z,0.0,890.98,1340.35,19.38,7.23,47.04,2.15
BARREIRAS,2022-07-28T00:00:00Z,0.0,889.4,1528.18,20.15,7.61,46.21,2.28
BARREIRAS,2022-07-29T00:00:00Z,0.0,889.2,1596.41,21.15,5.3,37.21,1.48
BARREIRAS,2022-07-30T00:00:00Z,0.0,888.93,1626.76,21.48,3.83,32.43,1.0
BARREIRAS,2022-07-31T00:00:00Z,0.0,889.63,1724.17,22.51,6.04,36.52,1.51
BARREIRAS,2022-08-01T00:00:00Z,0.0,889.34,1551.68,23.39,5.1,31.67,1.91
BARREIRAS,2022-08-02T00:00:00Z,0.0,889.07,1680.06,22.71,7.57,38.75,2.13
BARREIRAS,2022-08-03T00:00:00Z,0.0,889.13,1664.02,22.5,7.55,39.46,2.76
BARREIRAS,2022-08-04T00:00:00Z,0.0,888.75,1416.53,22.21,6.85,38.5,2.22
BARREIRAS,2022-08-05T00:00:00Z,0.0,888.56,996.6,22.8,5.79,34.5,0.98
BARREIRAS,2022-08-06T00:00:00Z,0.0,888.15,1809.03,24.56,3.57,27.29,1.14
BARREIRAS,2022-08-07T00:00:00Z,0.0,888.33,1844.68,24.26,3.32,26.12,1.48
BARREIRAS,2022-08-08T00:00:00Z,0.0,888.48,1593.55,24.78,6.55,31.83,1.18
BARREIRAS,2022-08-09T00:00:00Z,0.0,889.65,1511.26,22.81,9.49,45.83,2.45
BARREIRAS,2022-08-10T00:00:00Z,0.0,890.06,1465.11,21.28,11.44,56.0,2.97
BARREIRAS,2022-08-11T00:00:00Z,0.0,889.6,1951.17,17.45,6.25,51.04,2.89
BARREIRAS,2022-08-12T00:00:00Z,0.0,890.8,1830.5,21.04,4.23,34.04,1.98
BARREIRAS,2022-08-13T00:00:00Z,0.0,891.58,1865.02,22.44,7.7,40.0,2.51
BARREIRAS,2022-08-14T00:00:00Z,0.0,891.08,1749.04,22.19,8.97,45.58,3.21
BARREIRAS,2022-08-15T00:00:00Z,0.0,889.28,1744.02,21.47,5.7,37.92,3.04
BARREIRAS,2022-08-16T00:00:00Z,0.0,889.35,1781.54,22.57,5.82,35.04,1.76
BARREIRAS,2022-08-17T00:00:00Z,0.0,888.45,1584.26,22.97,5.79,34.75,1.99
BARREIRAS,2022-08-18T00:00:00Z,0.0,888.44,1569.42,22.78,5.67,34.29,2.06
BARREIRAS,2022-08-19T00:00:00Z,0.0,890.87,1452.9,21.8,9.3,48.54,2.55
BARREIRAS,2022-08-20T00:00:00Z,0.0,891.07,1721.93,20.28,9.32,52.08,3.53
BARREIRAS,2022-08-21T00:00:00Z,0.0,892.23,1670.23,19.45,6.97,47.12,3.3
BARREIRAS,2022-08-22T00:00:00Z,0.0,891.6,1398.73,19.47,7.04,46.96,2.78
BARREIRAS,2022-08-23T00:00:00Z,0.0,891.38,1722.26,19.81,5.98,42.79,2.08
BARREIRAS,2022-08-24T00:00:00Z,0.0,891.4,1850.52,20.77,6.56,41.0,2.39
BARREIRAS,2022-08-25T00:00:00Z,0.0,890.95,1874.01,21.48,5.38,35.88,2.8
BARREIRAS,2022-08-26T00:00:00Z,0.0,890.66,1857.94,22.06,5.96,36.25,2.89
BARREIRAS,2022-08-27T00:00:00Z,0.0,889.47,1800.42,22.35,6.7,37.42,2.85
BRASILIA,2022-05-05T00:00:00Z,0.0,887.82,1645.34,21.91,17.0,75.17,1.55
BRASILIA,2022-05-06T00:00:00Z,14.4,889.2,1699.47,21.1,16.77,78.25,1.7
BRASILIA,2022-05-07T00:00:00Z,0.2,889.43,1799.43,22.04,16.84,74.29,1.93
BRASILIA,2022-05-08T00:00:00Z,0.0,889.05,1573.66,22.39,15.35,65.83,2.61
BRASILIA,2022-05-09T00:00:00Z,0.0,889.3,1563.97,21.56,13.87,63.33,2.54
BRASILIA,2022-05-10T00:00:00Z,0.0,888.47,1662.9,20.61,12.32,60.54,2.42
BRASILIA,2022-05-11T00:00:00Z,0.0,887.8,1764.58,19.52,11.74,63.38,1.26
BRASILIA,2022-05-12T00:00:00Z,0.0,887.41,1706.72,20.44,13.65,67.17,1.39
BRASILIA,2022-05-13T00:00:00Z,0.0,887.97,1568.19,21.72,13.68,62.42,1.62
BRASILIA,2022-05-14T00:00:00Z,0.0,887.97,1353.09,21.99,13.47,59.96,2.38
BRASILIA,2022-05-15T00:00:00Z,0.0,887.0,624.55,21.9,14.32,63.79,1.72
BRASILIA,2022-05-16T00:00:00Z,0.0,887.92,941.5,21.05,16.16,75.08,1.52
BRASILIA,2022-05-17T00:00:00Z,0.0,888.18,1343.52,19.56,15.5,78.08,2.15
BRASILIA,2022-05-18T00:00:00Z,0.0,887.9,1707.87,13.6,4.5,57.29,3.13
BRASILIA,2022-05-19T00:00:00Z,0.0,886.84,1609.3,11.31,2.07,55.79,2.45
BRASILIA,2022-05-20T00:00:00Z,0.0,889.05,1539.34,13.23,3.75,56.96,1.9
BRASILIA,2022-05-21T00:00:00Z,0.0,890.48,1463.28,16.43,3.93,47.67,2.21
BRASILIA,2022-05-22T00:00:00Z,0.0,890.5,1557.68,16.69,6.67,55.88,2.04
BRASILIA,2022-05-23T00:00:00Z,0.0,889.82,1307.97,18.79,10.51,61.5,1.72
BRASILIA,2022-05-24T00:00:00Z,0.0,890.41,1592.59,20.05,10.95,56.71,2.67
BRASILIA,2022-05-25T00:00:00Z,0.0,891.71,1540.3,18.4,10.1,59.75,3.25
BRASILIA,2022-05-26T00:00:00Z,0.0,891.74,1453.99,18.51,10.98,63.08,2.71
BRASILIA,2022-05-27T00:00:00Z,0.0,890.66,1605.12,19.21,11.89,64.42,2.7
BRASILIA,2022-05-28T00:00:00Z,0.0,889.16,1494.62,19.15,9.9,57.08,2.3
BRASILIA,2022-05-29T00:00:00Z,0.0,887.75,1645.85,18.95,7.3,50.29,1.71
BRASILIA,2022-05-30T00:00:00Z,0.0,887.14,1460.48,19.91,7.81,50.17,1.31
BRASILIA,2022-05-31T00:00:00Z,0.0,886.99,1203.42,20.03,7.37,48.5,1.73
BRASILIA,2022-06-01T00:00:00Z,0.0,886.86,1477.55,20.42,8.45,48.92,2.06
BRASILIA,2022-06-02T00:00:00Z,0.0,887.55,1025.23,20.73,9.4,51.96,1.43
BRASILIA,2022-06-03T00:00:00Z,0.0,888.66,1472.04,20.14,9.52,54.17,1.95
BRASILIA,2022-06-04T00:00:00Z,0.0,888.6,1608.8,19.47,10.62,58.25,2.2
BRASILIA,2022-06-05T00:00:00Z,0.0,889.46,1602.11,19.53,12.75,66.25,2.98
BRASILIA,2022-06-06T00:00:00Z,0.0,888.59,1490.38,19.03,10.45,60.0,2.31
BRASILIA,2022-06-07T00:00:00Z,0.0,887.67,1583.87,18.95,9.53,58.29,1.28
BRASILIA,2022-06-08T00:00:00Z,0.0,886.89,1642.11,19.73,9.3,55.83,1.35
BRASILIA,2022-06-09T00:00:00Z,0.0,887.44,1610.42,20.81,8.84,49.29,1.62
BRASILIA,2022-06-10T00:00:00Z,0.0,887.83,1725.17,20.1,9.62,53.38,1.32
BRASILIA,2022-06-11T00:00:00Z,0.0,888.05,1512.63,19.29,13.6,71.17,2.2
BRASILIA,2022-06-12T00:00:00Z,0.0,888.42,1602.12,19.35,13.83,72.12,1.52
BRASILIA,2022-06-13T00:00:00Z,0.0,889.25,1453.66,19.03,12.65,68.83,1.83
BRASILIA,2022-06-14T00:00:00Z,0.0,888.96,1495.76,20.26,10.65,55.04,2.5
BRASILIA,2022-06-15T00:00:00Z,0.0,889.88,1572.44,20.19,13.99,68.88,2.52
BRASILIA,2022-06-16T00:00:00Z,0.0,889.45,1802.66,20.37,11.47,59.25,2.47
BRASILIA,2022-06-17T00:00:00Z,0.0,887.63,1774.59,19.0,8.13,54.54,1.43
BRASILIA,2022-06-18T00:00:00Z,0.0,888.6,1749.47,19.67,9.03,51.71,1.52
BRASILIA,2022-06-19T00:00:00Z,0.0,889.41,1759.23,19.67,9.43,54.96,2.28
BRASILIA,2022-06-20T00:00:00Z,0.0,889.95,1777.73,19.83,9.78,53.58,2.62
BRASILIA,2022-06-21T00:00:00Z,0.0,889.66,1778.33,19.8,10.55,57.71,3.05
BRASILIA,2022-06-22T00:00:00Z,0.0,889.04,1732.62,19.53,9.94,56.17,2.4
BRASILIA,2022-06-23T00:00:00Z,0.0,889.72,1747.31,19.72,10.29,56.42,2.22
BRASILIA,2022-06-24T00:00:00Z,0.0,889.93,1188.55,20.0,9.98,54.17,2.14
BRASILIA,2022-06-25T00:00:00Z,0.0,889.72,1722.28,19.57,8.13,50.67,2.43
BRASILIA,2022-06-26T00:00:00Z,0.0,888.58,1729.87,17.87,7.71,55.08,1.78
BRASILIA,2022-06-27T00:00:00Z,0.0,889.16,1732.85,19.26,9.67,55.75,2.68
BRASILIA,2022-06-28T00:00:00Z,0.0,889.62,1120.21,18.35,9.11,57.42,2.36
BRASILIA,2022-06-29T00:00:00Z,0.0,889.92,1721.19,17.82,9.03,60.0,1.4
BRASILIA,2022-06-30T00:00:00Z,0.0,888.81,1782.95,18.68,8.09,53.88,1.35
BRASILIA,2022-07-01T00:00:00Z,0.0,888.98,1795.92,19.23,7.45,49.54,2.25
BRASILIA,2022-07-02T00:00:00Z,0.0,890.68,1524.5,19.58,9.18,53.29,2.58
BRASILIA,2022-07-03T00:00:00Z,0.0,892.43,1752.48,19.11,10.46,58.62,3.01
BRASILIA,2022-07-04T00:00:00Z,0.0,891.63,1696.16,18.09,8.05,54.29,3.65
BRASILIA,2022-07-05T00:00:00Z,0.0,890.36,1569.2,18.4,8.48,53.54,2.66
BRASILIA,2022-07-06T00:00:00Z,0.0,889.84,1641.32,19.03,8.54,52.71,2.37
BRASILIA,2022-07-07T00:00:00Z,0.0,890.16,1601.82,18.69,9.82,58.54,1.92
BRASILIA,2022-07-08T00:00:00Z,0.0,891.86,1651.15,19.78,10.2,56.42,2.21
BRASILIA,2022-07-09T00:00:00Z,0.0,891.68,1840.42,19.03,9.77,56.04,2.93
BRASILIA,2022-07-10T00:00:00Z,0.0,890.39,1793.35,19.0,9.45,54.67,3.28
BRASILIA,2022-07-11T00:00:00Z,0.0,888.69,1589.21,18.47,9.16,55.62,2.61
BRASILIA,2022-07-12T00:00:00Z,0.0,889.51,1649.19,18.35,8.22,54.79,1.47
BRASILIA,2022-07-13T00:00:00Z,0.0,889.58,1647.96,19.71,6.7,45.38,2.13
BRASILIA,2022-07-14T00:00:00Z,0.0,889.27,1751.3,20.2,8.74,49.21,2.72
BRASILIA,2022-07-15T00:00:00Z,0.0,888.94,1574.1,19.6,9.1,53.67,2.03
BRASILIA,2022-07-16T00:00:00Z,0.0,888.66,1451.01,20.93,8.14,46.21,1.86
BRASILIA,2022-07-17T00:00:00Z,0.0,890.29,1624.49,19.32,7.96,51.04,2.0
BRASILIA,2022-07-18T00:00:00Z,0.0,890.98,1668.58,20.05,7.5,46.33,3.44
BRASILIA,2022-07-19T00:00:00Z,0.0,891.25,1664.53,19.65,9.86,54.62,3.08
BRASILIA,2022-07-20T00:00:00Z,0.0,889.69,1274.14,18.34,9.45,58.71,2.65
BRASILIA,2022-07-21T00:00:00Z,0.0,888.96,1502.93,19.47,9.33,53.62,2.74
BRASILIA,2022-07-22T00:00:00Z,0.0,888.98,1504.92,19.43,8.36,51.12,2.54
BRASILIA,2022-07-23T00:00:00Z,0.0,889.12,1067.91,18.65,8.03,52.79,2.0
BRASILIA,2022-07-24T00:00:00Z,0.0,889.32,1715.45,20.32,8.37,47.88,2.52
BRASILIA,2022-07-25T00:00:00Z,0.0,889.83,1576.91,20.03,9.44,52.17,2.43
BRASILIA,2022-07-26T00:00:00Z,0.0,890.17,1688.62,19.35,8.62,52.62,2.75
BRASILIA,2022-07-27T00:00:00Z,0.0,890.08,1286.46,18.71,8.07,51.21,2.82
BRASILIA,2022-07-28T00:00:00Z,0.0,888.41,1416.97,19.42,7.76,49.46,1.99
BRASILIA,2022-07-29T00:00:00Z,0.0,887.93,1303.32,19.61,5.65,43.75,1.48
BRASILIA,2022-07-30T00:00:00Z,0.0,887.63,1626.43,20.32,5.07,39.21,1.64
BRASILIA,2022-07-31T00:00:00Z,0.0,888.7,1678.95,21.02,6.65,43.0,1.87
BRASILIA,2022-08-01T00:00:00Z,0.0,888.35,1446.92,21.59,6.88,41.58,1.89
BRASILIA,2022-08-02T00:00:00Z,0.0,888.18,1421.67,22.39,8.4,42.33,2.47
BRASILIA,2022-08-03T00:00:00Z,0.0,888.3,1458.48,22.21,7.88,41.17,2.7
BRASILIA,2022-08-04T00:00:00Z,0.0,887.84,1395.72,21.59,7.07,40.75,2.39
BRASILIA,2022-08-05T00:00:00Z,0.0,887.54,710.13,20.5,6.61,44.21,1.28
BRASILIA,2022-08-06T00:00:00Z,0.0,887.2,1614.05,22.06,4.74,35.88,1.68
BRASILIA,2022-08-07T00:00:00Z,0.0,887.28,1677.09,22.3,5.03,34.54,1.68
BRASILIA,2022-08-08T00:00:00Z,0.0,887.35,1537.11,23.58,7.27,36.92,1.66
BRASILIA,2022-08-09T00:00:00Z,0.0,888.64,1481.42,22.36,10.12,49.0,2.25
BRASILIA,2022-08-10T00:00:00Z,0.0,888.82,1316.1,20.98,11.36,55.92,2.72
BRASILIA,2022-08-11T00:00:00Z,0.0,888.59,1688.72,16.8,5.59,50.62,2.39
BRASILIA,2022-08-12T00:00:00Z,0.0,889.87,1694.35,19.35,5.07,41.33,2.02
BRASILIA,2022-08-13T00:00:00Z,0.0,890.83,1722.19,20.76,8.7,47.75,2.4
BRASILIA,2022-08-14T00:00:00Z,0.0,890.39,1595.98,21.32,9.28,48.88,2.86
BRASILIA,2022-08-15T00:00:00Z,0.0,888.41,1621.12,21.03,6.39,40.58,2.66
BRASILIA,2022-08-16T00:00:00Z,0.0,888.32,1543.33,21.52,6.9,40.62,1.62
BRASILIA,2022-08-17T00:00:00Z,0.0,887.38,1465.92,22.82,6.29,36.71,2.22
BRASILIA,2022-08-18T00:00:00Z,0.0,887.3,1435.64,23.14,5.9,34.0,1.98
BRASILIA,2022-08-19T00:00:00Z,0.0,889.81,1362.28,21.48,9.43,49.04,2.24
BRASILIA,2022-08-20T00:00:00Z,0.0,890.26,1623.46,20.23,9.34,52.04,3.64
BRASILIA,2022-08-21T00:00:00Z,0.0,891.36,1605.88,19.17,7.71,50.42,4.06
BRASILIA,2022-08-22T00:00:00Z,0.0,890.69,1433.42,19.2,7.7,49.5,3.72
BRASILIA,2022-08-23T00:00:00Z,0.0,890.48,1659.79,19.57,6.58,45.04,3.05
BRASILIA,2022-08-24T00:00:00Z,0.0,890.61,1705.06,20.4,6.74,42.54,2.4
BRASILIA,2022-08-25T00:00:00Z,0.0,890.23,1727.29,20.85,5.7,38.38,2.83
BRASILIA,2022-08-26T00:00:00Z,0.0,889.95,1711.3,21.21,6.8,40.71,2.62
BRASILIA,2022-08-27T00:00:00Z,0.0,888.75,1732.12,21.5,7.39,41.54,2.98
BRASILIA,2022-08-28T00:00:00Z,0.0,889.21,1451.72,21.85,6.8,40.79,2.36
BRASILIA,2022-08-29T00:00:00Z,0.0,888.96,1655.04,22.44,5.77,37.21,2.49
BRASILIA,2022-08-30T00:00:00Z,0.0,889.6,1651.41,21.85,7.07,39.25,3.02
BRASILIA,2022-08-31T00:00:00Z,0.0,890.25,1532.73,19.58,9.64,54.58,3.86
BRASILIA,2022-09-01T00:00:00Z,0.0,889.15,1517.05,18.84,5.98,45.54,3.75
BRASILIA,2022-09-02T00:00:00Z,0.0,889.1,1781.35,20.06,5.16,39.29,2.78
BRASILIA,2022-09-03T00:00:00Z,0.0,889.34,1868.92,21.68,3.12,34.58,2.14
BRASILIA,2022-09-04T00:00:00Z,0.0,888.86,1886.98,23.42,1.46,25.12,2.28
BRASILIA,2022-09-05T00:00:00Z,0.0,889.98,1815.58,23.89,2.87,26.42,2.88
BRASILIA,2022-09-06T00:00:00Z,0.0,891.42,1516.74,22.16,9.76,46.83,3.87
BRASILIA,2022-09-07T00:00:00Z,0.0,889.75,1830.31,21.09,10.02,50.58,3.38
BRASILIA,2022-09-08T00:00:00Z,0.0,888.45,1814.84,22.29,7.72,41.54,2.36
BRASILIA,2022-09-09T00:00:00Z,0.0,888.95,1864.65,22.73,6.29,37.71,2.36
BRASILIA,2022-09-10T00:00:00Z,0.0,889.35,1885.35,23.01,3.62,31.12,2.12
BRASILIA,2022-09-11T00:00:00Z,0.0,887.93,1849.02,25.0,2.57,25.67,2.21
BRASILIA,2022-09-12T00:00:00Z,0.0,886.59,1885.14,25.6,1.95,22.75,2.37
BRASILIA,2022-09-13T00:00:00Z,0.0,885.58,1870.48,26.47,1.85,21.21,2.17
BRASILIA,2022-09-14T00:00:00Z,0.0,886.55,1938.92,25.99,2.17,22.42,2.03
BRASILIA,2022-09-15T00:00:00Z,0.0,887.36,1960.99,24.13,9.95,42.29,2.38
BRASILIA,2022-09-16T00:00:00Z,0.0,887.15,1894.47,24.55,12.0,48.54,2.02
BRASILIA,2022-09-17T00:00:00Z,1.4,886.1,1702.28,23.54,13.72,56.54,2.56
BRASILIA,2022-09-18T00:00:00Z,5.0,886.18,1786.68,21.83,15.12,68.0,2.65
BRASILIA,2022-09-19T00:00:00Z,10.4,886.58,1462.02,21.42,15.45,70.62,1.55
BRASILIA,2022-09-20T00:00:00Z,0.0,885.62,1764.56,23.0,15.2,62.92,1.47
BRASILIA,2022-09-21T00:00:00Z,8.6,884.97,1867.56,22.93,16.28,68.17,1.85
BRASILIA,2022-09-22T00:00:00Z,15.0,885.55,2019.29,21.07,16.39,75.83,2.9
BRASILIA,2022-09-23T00:00:00Z,0.0,886.92,2059.31,20.22,16.56,80.42,1.48
BRASILIA,2022-09-24T00:00:00Z,0.0,887.11,1259.6,21.86,16.26,72.71,1.96
BRASILIA,2022-09-25T00:00:00Z,0.0,887.57,656.79,21.62,16.25,71.83,2.66
BRASILIA,2022-09-26T00:00:00Z,0.0,887.68,1426.24,22.65,15.02,64.83,2.45
BRASILIA,2022-09-27T00:00:00Z,0.0,888.05,1404.93,23.83,11.48,48.75,1.55
BRASILIA,2022-09-28T00:00:00Z,0.0,886.58,1844.41,23.42,13.04,58.79,1.9
BRASILIA,2022-09-29T00:00:00Z,0.0,886.61,1629.97,24.08,13.82,55.83,2.09
BRASILIA,2022-09-30T00:00:00Z,0.0,887.35,2001.56,24.76,13.6,53.21,2.74
BRASILIA,2022-10-01T00:00:00Z,0.0,888.36,2186.48,23.88,14.5,57.71,3.01
BRASILIA,2022-10-02T00:00:00Z,0.0,888.31,2143.06,22.89,14.9,61.67,1.77
BRASILIA,2022-10-03T00:00:00Z,0.0,887.38,2076.66,22.86,13.97,58.46,1.86
BRASILIA,2022-10-04T00:00:00Z,0.0,885.88,1523.27,23.43,14.14,57.67,1.58
BRASILIA,2022-10-05T00:00:00Z,0.0,886.32,1279.6,22.45,14.92,63.96,2.48
BRASILIA,2022-10-06T00:00:00Z,0.0,885.55,1393.73,23.86,13.33,55.21,2.6
PEDRO AFONSO,2020-03-12T00:00:00Z,0.0,988.62,1543.5,29.18,22.43,69.25,1.1
PEDRO AFONSO,2020-04-01T00:00:00Z,13.6,991.32,1660.64,24.37,22.37,88.96,0.73
PEDRO AFONSO,2020-04-02T00:00:00Z,38.6,991.55,1996.37,25.12,22.68,87.04,0.88
PEDRO AFONSO,2020-04-03T00:00:00Z,5.0,991.96,1434.04,24.7,22.98,90.17,0.8
PEDRO AFONSO,2020-04-04T00:00:00Z,1.0,988.82,1750.58,28.64,23.33,74.54,0.89
PEDRO AFONSO,2020-04-05T00:00:00Z,0.0,989.02,918.53,28.82,22.89,72.71,0.85
PEDRO AFONSO,2020-04-06T00:00:00Z,0.0,991.7,1719.17,28.04,22.42,74.17,0.69
PEDRO AFONSO,2020-04-07T00:00:00Z,0.0,990.1,1713.75,26.53,17.35,63.75,0.88
PEDRO AFONSO,2020-04-08T00:00:00Z,0.0,995.44,1641.55,25.95,14.51,54.42,1.07
PEDRO AFONSO,2020-04-09T00:00:00Z,0.0,991.28,1684.59,27.96,12.44,43.33,0.94
PEDRO AFONSO,2020-04-10T00:00:00Z,0.0,987.58,1718.41,30.05,16.81,49.29,1.0
PEDRO AFONSO,2020-04-11T00:00:00Z,16.0,989.69,985.17,25.27,22.08,83.54,0.6
PEDRO AFONSO,2020-04-12T00:00:00Z,0.0,989.79,1539.53,28.58,21.68,68.17,0.18
PEDRO AFONSO,2020-05-01T00:00:00Z,3.0,990.52,1648.1,24.83,22.22,86.17,0.39
PEDRO AFONSO,2020-05-02T00:00:00Z,6.4,991.65,3437.1,24.39,22.22,87.92,1.2
PEDRO AFONSO,2020-05-03T00:00:00Z,0.0,992.02,1894.98,25.49,23.05,86.83,0.82
PEDRO AFONSO,2020-05-04T00:00:00Z,0.0,989.34,129.86,28.63,23.78,76.58,0.71
PEDRO AFONSO,2020-05-05T00:00:00Z,0.0,989.14,1502.84,29.12,22.71,70.92,0.93
PEDRO AFONSO,2020-05-06T00:00:00Z,0.0,992.67,1612.77,28.08,22.12,73.04,1.07
PEDRO AFONSO,2020-05-07T00:00:00Z,0.2,990.93,1628.72,26.42,16.38,59.25,1.29
PEDRO AFONSO,2020-05-08T00:00:00Z,0.0,995.06,1752.71,25.22,14.75,56.62,1.14
PEDRO AFONSO,2020-05-09T00:00:00Z,0.0,990.7,1776.37,29.28,14.2,46.17,1.01
PEDRO AFONSO,2020-05-10T00:00:00Z,0.0,987.64,1143.33,30.6,19.39,53.46,1.16
PEDRO AFONSO,2020-05-11T00:00:00Z,2.0,988.31,1963.17,26.42,22.4,79.88,1.13
PEDRO AFONSO,2020-05-12T00:00:00Z,0.0,989.28,543.61,28.53,21.38,67.04,0.32
PEDRO AFONSO,2020-06-01T00:00:00Z,31.8,990.83,1290.06,24.0,22.28,90.46,0.55
PEDRO AFONSO,2020-06-02T00:00:00Z,0.0,991.37,1752.71,25.81,21.61,79.38,1.03
PEDRO AFONSO,2020-06-03T00:00:00Z,4.0,991.48,753.66,25.64,23.2,86.88,0.77
PEDRO AFONSO,2020-06-04T00:00:00Z,0.4,990.43,961.87,27.39,24.16,83.58,0.74
PEDRO AFONSO,2020-06-05T00:00:00Z,0.0,990.65,1765.83,26.85,22.77,79.54,0.51
PEDRO AFONSO,2020-06-06T00:00:00Z,0.0,993.49,1628.5,27.66,20.87,69.21,0.95
PEDRO AFONSO,2020-06-07T00:00:00Z,0.0,991.29,1676.0,26.43,16.91,61.08,1.14
PEDRO AFONSO,2020-06-08T00:00:00Z,0.0,994.32,1633.75,25.1,14.26,55.83,1.48
PEDRO AFONSO,2020-06-09T00:00:00Z,0.0,989.71,1712.88,28.38,12.93,44.42,0.94
PEDRO AFONSO,2020-06-10T00:00:00Z,0.0,988.7,968.85,30.05,17.51,50.62,0.98
PEDRO AFONSO,2020-06-11T00:00:00Z,10.2,989.69,1745.15,24.74,22.3,86.62,1.17
PEDRO AFONSO,2020-06-12T00:00:00Z,0.8,989.56,1080.97,26.92,21.6,73.71,0.52
PEDRO AFONSO,2020-07-01T00:00:00Z,0.2,991.47,1244.71,26.0,21.9,80.33,0.23
PEDRO AFONSO,2020-07-02T00:00:00Z,37.6,989.78,1685.12,24.23,22.37,89.46,0.74
PEDRO AFONSO,2020-07-03T00:00:00Z,0.6,989.68,1427.07,27.09,22.9,79.83,0.75
PEDRO AFONSO,2020-07-04T00:00:00Z,0.0,990.1,1783.63,27.85,23.16,78.17,0.6
PEDRO AFONSO,2020-07-05T00:00:00Z,0.0,990.88,1911.19,27.46,22.63,77.33,0.37
PEDRO AFONSO,2020-07-06T00:00:00Z,0.0,993.55,1777.31,27.33,20.77,70.92,0.85
PEDRO AFONSO,2020-07-07T00:00:00Z,0.0,990.83,1635.75,25.75,18.28,67.67,0.64
PEDRO AFONSO,2020-07-08T00:00:00Z,0.0,994.62,1834.1,25.7,13.85,52.67,1.45
PEDRO AFONSO,2020-07-09T00:00:00Z,0.0,988.23,1685.12,28.32,12.02,43.21,0.92
PEDRO AFONSO,2020-07-10T00:00:00Z,0.0,990.0,1543.88,30.42,17.03,48.33,0.68
PEDRO AFONSO,2020-07-11T00:00:00Z,0.2,990.95,1001.2,25.92,21.18,77.42,0.7
PEDRO AFONSO,2020-07-12T00:00:00Z,0.4,989.73,1952.8,27.57,20.85,70.0,0.33
PEDRO AFONSO,2020-08-01T00:00:00Z,0.0,990.52,1364.01,27.27,23.2,79.17,0.36
PEDRO AFONSO,2020-08-02T00:00:00Z,10.0,990.86,1947.62,24.11,22.03,88.42,0.97
PEDRO AFONSO,2020-08-03T00:00:00Z,33.6,990.18,1687.54,25.33,23.11,87.75,0.93
PEDRO AFONSO,2020-08-04T00:00:00Z,0.0,989.22,595.51,28.95,23.86,76.08,0.71
PEDRO AFONSO,2020-08-05T00:00:00Z,0.0,992.02,1947.62,27.98,23.26,76.67,0.94
