localidade,data,precipitacao,pressao_atmosferica,radiacao_solar_global,temperatura_bulbo_seco,temperatura_orvalho,umidade_relativa,velocidade_vento
BRASILIA,2019-04-07T00:00:00Z,3.6,888.68,1199.64,20.83,18.01,84.88,1.22
BRASILIA,2019-04-08T00:00:00Z,7.8,887.97,675.61,19.67,17.48,87.62,1.07
BRASILIA,2019-04-09T00:00:00Z,1.4,887.17,1061.82,20.79,17.69,83.62,1.08
BRASILIA,2019-04-10T00:00:00Z,0.0,886.5,1234.96,21.6,18.28,82.46,1.19
BRASILIA,2019-04-11T00:00:00Z,58.0,887.55,1003.72,20.85,17.4,82.17,1.58
BRASILIA,2019-04-12T00:00:00Z,50.4,887.0,1328.47,21.86,18.33,81.58,1.49
BRASILIA,2019-04-13T00:00:00Z,46.4,887.11,1067.97,20.68,18.67,88.96,1.46
BRASILIA,2019-04-14T00:00:00Z,0.2,887.37,1087.05,21.35,18.51,84.88,1.36
BRASILIA,2019-04-15T00:00:00Z,45.6,887.96,991.71,21.96,19.08,84.42,1.76
BRASILIA,2019-04-16T00:00:00Z,2.8,888.1,1101.63,21.57,18.41,82.88,1.92
BRASILIA,2019-04-17T00:00:00Z,7.8,886.79,1115.89,21.63,17.88,80.79,1.18
BRASILIA,2019-04-18T00:00:00Z,9.0,886.52,1353.26,21.5,17.82,81.29,1.0
BRASILIA,2019-04-19T00:00:00Z,19.8,886.84,1443.36,21.62,17.78,80.33,1.53
BRASILIA,2019-04-20T00:00:00Z,2.0,887.29,1563.25,21.96,17.9,79.71,1.34
BRASILIA,2019-04-21T00:00:00Z,27.2,886.71,1582.34,21.71,17.85,80.58,1.49
BRASILIA,2019-04-22T00:00:00Z,0.2,886.47,1298.17,21.66,17.75,80.08,1.32
BRASILIA,2019-04-23T00:00:00Z,16.8,888.32,1369.65,20.68,17.75,84.04,1.72
BRASILIA,2019-04-24T00:00:00Z,1.4,889.26,1612.32,21.18,17.38,80.29,2.16
BRASILIA,2019-04-25T00:00:00Z,0.0,889.4,1575.02,21.72,15.66,69.96,2.67
BRASILIA,2019-04-26T00:00:00Z,0.0,889.29,1303.48,21.57,16.01,71.67,2.9
BRASILIA,2019-04-27T00:00:00Z,0.0,888.39,1615.25,22.09,16.1,70.33,2.23
BRASILIA,2019-04-28T00:00:00Z,0.0,887.22,1499.18,22.73,16.06,68.0,1.64
BRASILIA,2019-04-29T00:00:00Z,0.0,886.51,1424.68,22.32,16.08,70.0,1.3
BRASILIA,2019-04-30T00:00:00Z,0.8,887.76,1346.72,22.05,17.69,77.17,1.89
BRASILIA,2019-05-01T00:00:00Z,6.6,887.8,1377.02,20.67,17.68,84.25,1.48
BRASILIA,2019-05-02T00:00:00Z,38.8,887.08,1145.35,21.49,18.52,84.29,1.77
BRASILIA,2019-05-03T00:00:00Z,20.8,888.11,994.44,21.28,17.55,80.96,1.65
BRASILIA,2019-05-04T00:00:00Z,0.0,888.63,1376.48,22.06,18.56,81.5,2.47
BRASILIA,2019-05-05T00:00:00Z,0.0,888.65,1656.47,22.07,17.85,78.25,2.58
BRASILIA,2019-05-06T00:00:00Z,0.0,889.21,1645.34,22.15,16.9,73.79,2.13
BRASILIA,2019-05-07T00:00:00Z,0.0,888.04,1699.47,22.54,16.34,70.08,1.53
BRASILIA,2019-05-08T00:00:00Z,0.0,887.98,1799.43,23.34,16.21,66.25,1.95
BRASILIA,2019-05-09T00:00:00Z,0.0,887.34,1573.66,22.32,16.65,71.67,2.17
BRASILIA,2019-05-10T00:00:00Z,0.0,886.65,1563.97,22.3,16.68,71.96,2.0
BRASILIA,2019-05-11T00:00:00Z,0.0,886.77,1662.9,22.22,16.39,71.08,2.17
BRASILIA,2019-05-12T00:00:00Z,0.0,888.39,1764.58,21.89,15.9,70.54,2.26
BRASILIA,2019-05-13T00:00:00Z,0.0,889.12,1706.72,21.5,15.38,70.38,1.81
BRASILIA,2019-05-14T00:00:00Z,0.0,888.54,1568.19,21.2,14.63,68.33,1.67
BRASILIA,2019-05-15T00:00:00Z,0.0,887.29,1353.09,21.13,16.25,75.38,1.79
SORRISO,2017-02-22T00:00:00Z,0.02,968.93,1672.52,24.74,20.46,64.14,0.2
SORRISO,2017-02-23T00:00:00Z,0.01,968.84,1852.59,25.76,20.36,64.14,0.24
SORRISO,2017-02-24T00:00:00Z,0.03,968.38,1671.24,26.11,20.9,64.14,0.2
SORRISO,2017-02-25T00:00:00Z,1.06,969.45,668.84,23.73,21.2,64.14,0.28
SORRISO,2017-02-26T00:00:00Z,0.01,969.03,1411.86,24.56,20.25,64.14,0.08
SORRISO,2017-02-27T00:00:00Z,1.65,968.67,673.15,24.0,21.19,64.14,0.14
SORRISO,2017-02-28T00:00:00Z,0.49,967.93,1066.44,23.2,20.98,64.14,0.24
SORRISO,2017-03-01T00:00:00Z,0.24,967.72,1281.86,23.8,20.6,64.14,0.1
SORRISO,2017-03-02T00:00:00Z,0.5,968.3,1154.13,24.45,21.16,64.14,0.31
SORRISO,2017-03-03T00:00:00Z,0.53,969.06,1576.83,25.45,21.44,64.14,0.18
SORRISO,2017-03-04T00:00:00Z,0.15,968.42,1444.0,25.88,21.7,64.14,0.37
SORRISO,2017-03-05T00:00:00Z,0.0,966.66,1448.09,26.31,21.6,64.14,0.11
SORRISO,2017-03-06T00:00:00Z,0.0,966.58,1829.03,27.57,21.63,64.14,0.35
SORRISO,2017-03-07T00:00:00Z,0.33,968.42,1281.97,25.59,21.65,64.14,0.18
SORRISO,2017-03-08T00:00:00Z,0.0,968.33,1589.05,27.35,21.2,64.14,0.02
SORRISO,2017-03-09T00:00:00Z,0.0,967.4,1879.29,27.98,21.85,64.14,0.4
SORRISO,2017-03-10T00:00:00Z,0.0,967.99,1716.9,27.93,21.56,64.14,0.18
SORRISO,2017-03-11T00:00:00Z,0.03,968.08,1169.48,25.71,21.72,64.14,0.13
SORRISO,2017-03-12T00:00:00Z,0.23,968.33,1037.86,25.35,22.03,64.14,0.28
SORRISO,2017-03-13T00:00:00Z,1.88,968.34,634.82,24.28,21.81,64.14,0.12
SORRISO,2017-03-14T00:00:00Z,0.63,968.06,1187.85,24.26,21.31,64.14,0.01
SORRISO,2017-03-15T00:00:00Z,0.0,968.42,1083.42,24.85,21.54,64.14,0.01
SORRISO,2017-03-16T00:00:00Z,0.02,968.51,1157.97,24.72,21.71,64.14,0.15
SORRISO,2017-03-17T00:00:00Z,2.53,968.78,540.52,23.61,21.7,64.14,0.12
SORRISO,2017-03-18T00:00:00Z,0.0,969.05,1427.45,25.45,21.28,64.14,0.08
SORRISO,2017-03-19T00:00:00Z,2.64,969.5,1117.27,24.48,21.78,64.14,0.28
SORRISO,2017-03-20T00:00:00Z,0.12,970.96,905.26,23.68,21.63,64.14,0.05
SORRISO,2017-03-21T00:00:00Z,0.0,970.97,1372.72,25.01,20.95,64.14,0.0
SORRISO,2017-03-22T00:00:00Z,0.0,971.31,1195.05,26.16,21.42,64.14,0.05
SORRISO,2017-03-23T00:00:00Z,0.0,969.33,1651.57,27.18,21.69,64.14,0.13
SORRISO,2017-03-24T00:00:00Z,0.03,968.3,1125.87,25.71,21.65,64.14,0.18
SORRISO,2017-03-25T00:00:00Z,0.14,968.85,1232.39,24.8,21.76,64.14,0.32
SORRISO,2017-03-26T00:00:00Z,0.0,968.18,1566.55,25.71,21.44,64.14,0.1
SORRISO,2017-03-27T00:00:00Z,0.0,968.88,1449.13,26.07,21.89,64.14,0.24
SORRISO,2017-03-28T00:00:00Z,0.0,969.07,1555.66,26.51,21.78,64.14,0.08
SORRISO,2017-03-29T00:00:00Z,0.47,968.56,633.85,25.0,22.2,64.14,0.03
SORRISO,2017-03-30T00:00:00Z,0.0,967.83,1636.61,26.68,21.92,64.14,0.06
SORRISO,2017-03-31T00:00:00Z,2.85,969.64,756.14,24.59,22.13,64.14,0.19
SORRISO,2017-04-01T00:00:00Z,0.01,969.99,1380.27,25.83,21.58,64.14,0.11
SORRISO,2017-04-02T00:00:00Z,0.18,968.28,1141.35,25.83,22.26,64.14,0.14
SORRISO,2017-04-03T00:00:00Z,0.48,967.86,1069.69,25.08,22.26,64.14,0.08
SORRISO,2017-04-04T00:00:00Z,0.33,968.39,1046.06,24.99,22.29,64.14,0.29
SORRISO,2017-04-05T00:00:00Z,0.01,969.23,1266.99,25.23,21.88,64.14,0.02
SORRISO,2017-04-06T00:00:00Z,0.01,969.75,1451.5,26.58,22.25,64.14,0.14
SORRISO,2017-04-07T00:00:00Z,1.13,968.72,1396.54,25.85,22.13,64.14,0.21
SORRISO,2017-04-08T00:00:00Z,1.16,968.25,1205.65,25.37,22.05,64.14,0.2
SORRISO,2017-04-09T00:00:00Z,0.02,967.85,1665.98,26.51,21.41,64.14,0.19
SORRISO,2017-04-10T00:00:00Z,0.0,968.05,1551.72,27.49,20.63,64.14,0.24
SORRISO,2017-04-11T00:00:00Z,0.0,968.78,1661.12,27.27,19.98,64.14,0.15
SORRISO,2017-04-12T00:00:00Z,0.0,969.26,1540.48,27.56,21.15,64.14,0.81
SORRISO,2017-04-13T00:00:00Z,0.0,968.38,1519.78,26.98,21.13,64.14,0.5
SORRISO,2017-04-14T00:00:00Z,0.0,968.55,1452.11,27.94,22.06,64.14,0.26
SORRISO,2017-04-15T00:00:00Z,0.0,969.28,1265.93,27.71,22.27,64.14,0.13
SORRISO,2017-04-16T00:00:00Z,0.0,969.26,1288.32,27.23,21.9,64.14,0.1
SORRISO,2017-04-17T00:00:00Z,0.02,969.18,1360.7,26.69,22.03,64.14,0.14
SORRISO,2017-04-18T00:00:00Z,0.15,969.51,1312.49,25.69,21.33,64.14,0.17
SORRISO,2017-04-19T00:00:00Z,0.0,968.74,1176.13,26.07,21.1,64.14,0.08
SORRISO,2017-04-20T00:00:00Z,0.04,967.87,1136.35,26.37,21.86,64.14,0.22
SORRISO,2017-04-21T00:00:00Z,0.23,969.26,1070.48,24.21,21.59,64.14,0.16
SORRISO,2017-04-22T00:00:00Z,0.02,970.19,1259.29,25.41,21.47,64.14,0.03
SORRISO,2017-04-23T00:00:00Z,0.22,970.12,1097.72,26.01,21.74,64.14,0.1
SORRISO,2017-04-24T00:00:00Z,0.02,969.63,1545.68,26.04,21.11,64.14,0.22
SORRISO,2017-04-25T00:00:00Z,0.0,967.59,1624.52,27.41,21.25,64.14,0.35
SORRISO,2017-04-26T00:00:00Z,0.0,968.03,1428.63,27.25,21.93,64.14,0.2
SORRISO,2017-04-27T00:00:00Z,0.13,970.05,1469.53,25.21,21.11,64.14,0.26
SORRISO,2017-04-28T00:00:00Z,0.0,971.6,638.91,22.59,19.78,64.14,0.88
SORRISO,2017-04-29T00:00:00Z,0.0,971.03,1398.18,25.58,20.94,64.14,0.32
SORRISO,2017-04-30T00:00:00Z,0.0,970.75,1550.22,26.38,21.25,64.14,0.76
SORRISO,2017-05-01T00:00:00Z,0.0,970.85,1052.42,26.3,20.94,64.14,0.05
SORRISO,2017-05-02T00:00:00Z,0.0,969.85,1389.65,27.12,20.83,64.14,0.7
SORRISO,2017-05-03T00:00:00Z,0.0,970.27,1581.84,26.53,19.65,64.14,0.57
SORRISO,2017-05-04T00:00:00Z,0.0,969.52,1641.08,26.39,18.48,64.14,0.37
SORRISO,2017-05-05T00:00:00Z,0.0,969.21,1388.08,26.43,19.26,64.14,0.38
SORRISO,2017-05-06T00:00:00Z,0.0,969.33,1458.17,26.57,19.0,64.14,0.29
SORRISO,2017-05-07T00:00:00Z,0.0,968.25,1681.86,27.0,19.51,64.14,0.31
SORRISO,2017-05-08T00:00:00Z,0.0,967.4,1624.87,27.34,19.98,64.14,0.25
SORRISO,2017-05-09T00:00:00Z,0.0,968.52,1210.44,27.17,19.91,64.14,0.07
SORRISO,2017-05-10T00:00:00Z,0.0,969.55,1536.92,27.49,18.36,64.14,0.26
SORRISO,2017-05-11T00:00:00Z,0.0,969.28,1535.98,26.35,16.91,64.14,0.2
SORRISO,2017-05-12T00:00:00Z,0.0,969.03,1104.33,26.22,17.34,64.14,0.09
SORRISO,2017-05-13T00:00:00Z,0.0,969.52,1232.24,27.02,20.55,64.14,0.21
SORRISO,2017-05-14T00:00:00Z,0.19,970.3,1208.7,26.27,21.75,64.14,0.18
SORRISO,2017-05-15T00:00:00Z,0.0,969.39,1080.77,26.85,21.9,64.14,0.15
SORRISO,2017-05-16T00:00:00Z,0.38,969.87,1189.17,25.94,21.82,64.14,0.21
SORRISO,2017-05-17T00:00:00Z,0.0,969.24,1248.53,25.71,21.74,64.14,0.17
SORRISO,2017-05-18T00:00:00Z,0.0,968.18,1100.65,25.71,21.33,64.14,0.15
SORRISO,2017-05-19T00:00:00Z,0.23,967.03,967.33,24.78,21.46,64.14,0.06
SORRISO,2017-05-20T00:00:00Z,0.01,967.48,1080.46,25.36,21.62,64.14,0.12
SORRISO,2017-05-21T00:00:00Z,0.05,969.0,1456.2,26.31,21.86,64.14,0.14
SORRISO,2017-05-22T00:00:00Z,0.0,969.15,1179.08,26.32,22.15,64.14,0.55
SORRISO,2017-05-23T00:00:00Z,0.0,970.38,1473.53,27.6,21.25,64.14,0.39
SORRISO,2017-05-24T00:00:00Z,0.0,970.61,1194.25,28.13,20.49,64.14,0.22
SORRISO,2017-05-25T00:00:00Z,0.0,971.14,1255.2,28.03,20.73,64.14,0.25
SORRISO,2017-05-26T00:00:00Z,0.0,970.98,1049.81,26.93,21.0,64.14,0.14
SORRISO,2017-05-27T00:00:00Z,0.0,971.57,1541.93,27.85,20.43,64.14,0.23
SORRISO,2017-05-28T00:00:00Z,0.0,971.4,1288.59,27.27,20.24,64.14,0.09
SORRISO,2017-05-29T00:00:00Z,0.0,971.83,1273.48,26.65,20.47,64.14,0.16
SORRISO,2017-05-30T00:00:00Z,0.0,971.35,1265.47,26.05,20.28,64.14,0.43
SORRISO,2017-05-31T00:00:00Z,0.22,971.3,1342.4,25.89,20.56,64.14,0.52
SORRISO,2017-06-01T00:00:00Z,0.0,972.5,836.68,23.2,18.91,64.14,0.66
SORRISO,2017-06-02T00:00:00Z,0.0,971.89,1422.41,25.31,18.54,64.14,0.25
SORRISO,2017-06-03T00:00:00Z,0.0,970.63,1310.69,26.81,19.75,64.14,0.24
SORRISO,2017-06-04T00:00:00Z,0.0,970.3,1049.86,28.0,20.28,64.14,0.07
SORRISO,2017-06-05T00:00:00Z,0.0,969.95,1474.03,27.42,20.05,64.14,0.55
SORRISO,2017-06-06T00:00:00Z,0.0,970.05,1451.73,27.4,18.49,64.14,0.4
SORRISO,2017-06-07T00:00:00Z,0.0,968.86,1457.84,27.28,17.24,64.14,0.71
SORRISO,2017-06-08T00:00:00Z,0.0,969.05,1454.52,26.75,17.16,64.14,0.5
SORRISO,2017-06-09T00:00:00Z,0.0,971.13,1231.68,26.63,16.98,64.14,0.36
SORRISO,2017-06-10T00:00:00Z,0.0,972.89,1466.56,21.78,15.92,64.14,0.8
SORRISO,2017-06-11T00:00:00Z,0.0,971.1,1339.43,23.46,16.24,64.14,0.26
SORRISO,2017-06-12T00:00:00Z,0.0,971.16,1449.58,26.1,16.78,64.14,0.04
SORRISO,2017-06-13T00:00:00Z,0.0,970.58,1354.36,27.11,16.25,64.14,0.18
SORRISO,2017-06-14T00:00:00Z,0.0,971.88,1307.62,27.08,16.1,64.14,0.67
SORRISO,2017-06-15T00:00:00Z,0.0,971.68,1384.91,27.04,16.35,64.14,0.92
SORRISO,2017-06-16T00:00:00Z,0.0,971.19,1472.49,26.18,14.83,64.14,0.9
SORRISO,2017-06-17T00:00:00Z,0.0,969.81,1483.81,25.65,14.78,64.14,0.59
SORRISO,2017-06-18T00:00:00Z,0.0,970.08,1540.74,26.09,14.79,64.14,0.23
SORRISO,2017-06-19T00:00:00Z,0.0,971.1,1418.82,25.88,14.19,64.14,0.37
SORRISO,2017-06-20T00:00:00Z,0.0,972.98,1399.24,20.65,14.08,64.14,1.02
SORRISO,2017-06-21T00:00:00Z,0.0,972.09,1484.64,22.79,13.09,64.14,0.82
SORRISO,2017-06-22T00:00:00Z,0.0,970.39,1480.45,25.35,12.57,64.14,0.62
SORRISO,2017-06-23T00:00:00Z,0.0,970.54,1473.8,25.03,12.91,64.14,0.93
SORRISO,2017-06-24T00:00:00Z,0.0,971.91,1432.87,24.33,12.48,64.14,0.8
SORRISO,2017-06-25T00:00:00Z,0.0,972.27,1225.24,25.18,13.93,64.14,0.58
SORRISO,2017-06-26T00:00:00Z,0.0,970.82,1492.88,24.91,12.93,64.14,0.82
SORRISO,2017-06-27T00:00:00Z,0.0,970.72,1504.35,24.12,11.19,64.14,0.43
SORRISO,2017-06-28T00:00:00Z,0.0,971.93,1115.93,24.9,14.1,64.14,0.83
SORRISO,2017-06-29T00:00:00Z,0.0,971.61,1246.28,25.33,13.85,64.14,0.53
SORRISO,2017-06-30T00:00:00Z,0.0,972.56,1122.18,25.75,13.21,64.14,0.48
SORRISO,2017-07-01T00:00:00Z,0.0,973.94,1414.34,26.19,13.28,64.14,0.68
SORRISO,2017-07-02T00:00:00Z,0.0,973.95,1298.25,26.26,11.23,64.14,0.92
SORRISO,2017-07-03T00:00:00Z,0.0,973.35,1394.54,24.96,10.71,64.14,0.71
SORRISO,2017-07-04T00:00:00Z,0.0,972.45,1437.35,24.51,13.22,64.14,1.22
SORRISO,2017-07-05T00:00:00Z,0.0,973.82,1479.33,24.38,13.72,64.14,1.57
SORRISO,2017-07-06T00:00:00Z,0.0,974.38,1495.3,23.77,12.47,64.14,1.07
SORRISO,2017-07-07T00:00:00Z,0.0,974.33,1493.78,23.33,11.87,64.14,0.38
SORRISO,2017-07-08T00:00:00Z,0.0,973.39,1488.68,24.29,13.08,64.14,0.47
SORRISO,2017-07-09T00:00:00Z,0.0,973.64,1505.82,24.95,13.84,64.14,0.7
SORRISO,2017-07-10T00:00:00Z,0.0,973.53,1528.53,23.96,13.28,64.14,0.95
SORRISO,2017-07-11T00:00:00Z,0.0,973.71,1527.73,23.74,11.77,64.14,0.78
SORRISO,2017-07-12T00:00:00Z,0.0,973.35,1445.95,25.24,12.16,64.14,0.55
SORRISO,2017-07-13T00:00:00Z,0.0,972.95,1488.1,25.8,14.0,64.14,0.55
SORRISO,2017-07-14T00:00:00Z,0.0,972.8,1534.22,25.54,12.57,64.14,0.8
SORRISO,2017-07-15T00:00:00Z,0.0,971.93,1467.49,24.21,11.48,64.14,0.83
SORRISO,2017-07-16T00:00:00Z,0.0,972.17,1544.42,24.58,11.37,64.14,0.66
SORRISO,2017-07-17T00:00:00Z,0.0,974.03,1547.52,23.69,11.32,64.14,1.39
SORRISO,2017-07-18T00:00:00Z,0.0,977.63,1364.91,15.49,8.64,64.14,3.48
SORRISO,2017-07-19T00:00:00Z,0.0,974.62,1561.81,18.36,8.1,64.14,1.13
SORRISO,2017-07-20T00:00:00Z,0.0,973.73,1549.63,22.83,10.15,64.14,0.5
SORRISO,2017-07-21T00:00:00Z,0.0,973.38,1486.32,25.31,13.02,64.14,0.4
SORRISO,2017-07-22T00:00:00Z,0.0,972.9,1562.14,26.2,11.89,64.14,0.84
SORRISO,2017-07-23T00:00:00Z,0.0,971.68,1586.54,25.98,11.5,64.14,0.76
SORRISO,2017-07-24T00:00:00Z,0.0,972.76,1549.2,26.47,12.1,64.14,1.45
SORRISO,2017-07-25T00:00:00Z,0.0,974.21,1590.64,25.54,10.27,64.14,1.08
SORRISO,2017-07-26T00:00:00Z,0.0,972.81,1605.09,25.07,9.93,64.14,0.9
SORRISO,2017-07-27T00:00:00Z,0.0,972.46,1624.92,24.48,10.31,64.14,1.07
SORRISO,2017-07-28T00:00:00Z,0.0,972.4,1630.97,23.95,10.37,64.14,1.6
SORRISO,2017-07-29T00:00:00Z,0.0,973.38,1644.65,24.21,10.49,64.14,1.34
SORRISO,2017-07-30T00:00:00Z,0.0,974.23,1600.43,25.23,12.14,64.14,1.22
SORRISO,2017-07-31T00:00:00Z,0.0,973.28,1645.58,24.91,11.9,64.14,1.32
SORRISO,2017-08-01T00:00:00Z,0.0,971.59,1650.74,24.75,10.95,64.14,0.82
SORRISO,2017-08-02T00:00:00Z,0.0,971.85,1645.73,25.93,10.83,64.14,0.72
SORRISO,2017-08-03T00:00:00Z,0.0,973.29,1653.42,25.43,11.7,64.14,0.6
SORRISO,2017-08-04T00:00:00Z,0.0,972.48,1644.63,24.61,12.18,64.14,0.97
SORRISO,2017-08-05T00:00:00Z,0.0,971.6,1628.63,27.14,11.62,64.14,0.8
SORRISO,2017-08-06T00:00:00Z,0.0,970.51,1675.39,27.31,11.53,64.14,0.39
SORRISO,2017-08-07T00:00:00Z,0.0,969.65,1621.43,27.65,11.0,64.14,0.29
SORRISO,2017-08-08T00:00:00Z,0.0,969.72,1664.28,27.87,11.44,64.14,0.15
SORRISO,2017-08-09T00:00:00Z,0.0,970.56,1451.24,28.39,14.53,64.14,0.38
SORRISO,2017-08-10T00:00:00Z,0.0,969.26,1696.08,28.85,13.84,64.14,0.65
SORRISO,2017-08-11T00:00:00Z,0.0,968.47,1622.98,28.52,12.74,64.14,0.22
SORRISO,2017-08-12T00:00:00Z,0.0,968.55,1527.4,28.28,16.03,64.14,0.45
SORRISO,2017-08-13T00:00:00Z,0.0,969.72,1068.93,27.1,18.56,64.14,0.29
SORRISO,2017-08-14T00:00:00Z,0.43,970.07,1022.33,25.66,19.85,64.14,1.29
SORRISO,2017-08-15T00:00:00Z,0.0,968.34,1709.58,27.86,17.84,64.14,0.36
SORRISO,2017-08-16T00:00:00Z,0.0,967.83,1717.62,28.92,16.15,64.14,0.86
SORRISO,2017-08-17T00:00:00Z,0.0,967.88,1494.53,28.37,15.51,64.14,1.18
SORRISO,2017-08-18T00:00:00Z,0.0,968.59,1558.69,28.0,18.3,64.14,0.64
SORRISO,2017-08-19T00:00:00Z,0.0,966.71,1532.17,29.28,17.72,64.14,0.73
SORRISO,2017-08-20T00:00:00Z,0.07,968.36,1278.19,28.25,18.09,64.14,1.01
SORRISO,2017-08-21T00:00:00Z,0.15,971.75,1299.69,25.36,19.78,64.14,1.78
SORRISO,2017-08-22T00:00:00Z,0.0,971.1,1605.79,26.13,16.72,64.14,1.35
SORRISO,2017-08-23T00:00:00Z,0.0,969.42,1753.16,28.04,14.99,64.14,1.46
SORRISO,2017-08-24T00:00:00Z,0.0,969.37,1835.88,27.66,13.71,64.14,1.82
SORRISO,2017-08-25T00:00:00Z,0.0,969.4,1760.83,27.98,13.88,64.14,1.28
SORRISO,2017-08-26T00:00:00Z,0.0,969.33,1649.82,28.18,13.74,64.14,0.45
SORRISO,2017-08-27T00:00:00Z,0.0,968.61,1706.26,28.75,14.43,64.14,0.5
SORRISO,2017-08-28T00:00:00Z,0.0,968.06,1715.34,29.27,12.2,64.14,0.96
SORRISO,2017-08-29T00:00:00Z,0.0,968.38,1618.95,29.65,11.84,64.14,0.27
SORRISO,2017-08-30T00:00:00Z,0.0,969.36,1268.55,30.48,12.54,64.14,0.06
SORRISO,2017-08-31T00:00:00Z,0.0,969.38,1450.36,29.61,13.19,64.14,0.26
SORRISO,2017-09-01T00:00:00Z,0.0,969.94,1576.78,29.86,11.91,64.14,0.58
SORRISO,2017-09-02T00:00:00Z,0.0,971.24,1617.81,28.83,11.62,64.14,1.23
SORRISO,2017-09-03T00:00:00Z,0.0,971.32,1684.03,28.23,10.89,64.14,0.77
SORRISO,2017-09-04T00:00:00Z,0.0,970.62,1692.28,28.03,11.28,64.14,1.33
SORRISO,2017-09-05T00:00:00Z,0.0,971.13,1779.13,27.73,10.39,64.14,1.34
SORRISO,2017-09-06T00:00:00Z,0.0,970.05,1738.24,27.82,9.5,64.14,0.64
SORRISO,2017-09-07T00:00:00Z,0.0,969.08,1247.59,28.48,13.0,64.14,0.5
SORRISO,2017-09-08T00:00:00Z,0.0,967.31,1695.03,29.93,14.0,64.14,0.6
SORRISO,2017-09-09T00:00:00Z,0.0,966.48,1407.81,30.06,14.3,64.14,0.47
SORRISO,2017-09-10T00:00:00Z,0.0,967.18,1488.15,30.34,15.86,64.14,0.89
SORRISO,2017-09-11T00:00:00Z,0.0,968.74,1525.68,30.43,15.21,64.14,0.57
SORRISO,2017-09-12T00:00:00Z,0.0,969.03,1546.73,30.35,14.4,64.14,1.25
SORRISO,2017-09-13T00:00:00Z,0.0,969.13,1719.45,30.45,12.23,64.14,1.43
SORRISO,2017-09-14T00:00:00Z,0.0,970.03,1546.93,29.36,10.76,64.14,0.72
SORRISO,2017-09-15T00:00:00Z,0.0,970.44,1510.22,29.31,10.83,64.14,0.3
SORRISO,2017-09-16T00:00:00Z,0.0,969.65,1515.88,29.39,12.28,64.14,1.4
SORRISO,2017-09-17T00:00:00Z,0.0,970.07,1721.1,27.28,13.66,64.14,3.04
SORRISO,2017-09-18T00:00:00Z,0.0,970.25,1571.11,27.92,11.56,64.14,1.3
SORRISO,2017-09-19T00:00:00Z,0.0,969.57,1469.65,29.28,11.12,64.14,0.51
SORRISO,2017-09-20T00:00:00Z,0.0,968.79,1260.85,29.16,12.83,64.14,0.83
SORRISO,2017-09-21T00:00:00Z,0.0,969.89,996.81,27.5,13.86,64.14,1.69
SORRISO,2017-09-22T00:00:00Z,0.0,969.99,1587.75,27.53,14.57,64.14,0.47
SORRISO,2017-09-23T00:00:00Z,0.0,969.15,1557.87,29.45,13.64,64.14,0.73
SORRISO,2017-09-24T00:00:00Z,0.0,967.52,1446.92,30.55,13.93,64.14,0.59
SORRISO,2017-09-25T00:00:00Z,0.0,967.17,1196.58,30.45,14.66,64.14,0.38
SORRISO,2017-09-26T00:00:00Z,0.0,967.66,1276.33,28.65,17.74,64.14,1.64
SORRISO,2017-09-27T00:00:00Z,1.7,968.02,570.36,25.87,19.35,64.14,1.02
SORRISO,2017-09-28T00:00:00Z,1.64,971.1,160.93,21.43,19.82,64.14,0.94
SORRISO,2017-09-29T00:00:00Z,0.0,968.68,1495.83,25.23,19.58,64.14,1.26
SORRISO,2017-09-30T00:00:00Z,0.0,966.77,1344.29,27.1,18.99,64.14,0.31
SORRISO,2017-10-01T00:00:00Z,0.0,964.28,1301.47,27.39,20.42,64.14,1.38
SORRISO,2017-10-02T00:00:00Z,0.38,965.28,1302.7,25.32,20.04,64.14,1.38
SORRISO,2017-10-03T00:00:00Z,0.34,971.05,380.65,20.57,18.01,64.14,2.04
SORRISO,2017-10-04T00:00:00Z,0.0,969.47,1796.44,24.22,17.43,64.14,0.42
SORRISO,2017-10-05T00:00:00Z,0.15,967.25,1520.09,27.79,18.57,64.14,0.28
SORRISO,2017-10-06T00:00:00Z,0.01,968.53,1645.28,29.59,18.99,64.14,0.4
SORRISO,2017-10-07T00:00:00Z,0.0,968.82,1548.29,27.9,19.58,64.14,1.61
SORRISO,2017-10-08T00:00:00Z,0.0,968.08,1540.69,26.68,19.6,64.14,0.84
SORRISO,2017-10-09T00:00:00Z,0.0,967.9,1799.41,27.98,19.23,64.14,0.42
SORRISO,2017-10-10T00:00:00Z,0.0,966.7,1832.62,29.45,18.86,64.14,0.63
SORRISO,2017-10-11T00:00:00Z,0.0,966.08,1703.83,28.92,19.23,64.14,0.96
SORRISO,2017-10-12T00:00:00Z,0.0,966.36,1447.14,28.21,19.54,64.14,0.52
SORRISO,2017-10-13T00:00:00Z,0.0,966.4,1642.77,29.39,19.11,64.14,0.79
SORRISO,2017-10-14T00:00:00Z,0.0,967.93,1786.78,26.92,19.34,64.14,2.59
SORRISO,2017-10-15T00:00:00Z,0.0,969.23,1529.06,26.48,18.05,64.14,2.13
SORRISO,2017-10-16T00:00:00Z,0.0,968.38,1832.28,30.26,18.37,64.14,0.35
SORRISO,2017-10-17T00:00:00Z,0.42,969.38,993.8,26.29,19.9,64.14,1.35
SORRISO,2017-10-18T00:00:00Z,0.0,968.86,1946.29,28.06,19.36,64.14,0.62
