localidade,cultura,ano,indicador,custo
TOLEDO,TRIGO,1998,DEPRECIACOES,37.77
TOLEDO,TRIGO,1998,OUTROS CUSTOS FIXOS,21.58
TOLEDO,TRIGO,1998,RENDA DE FATORES,101.8
TOLEDO,TRIGO,1998,PRODUTIVIDADE MEDIA,2300.0
TOLEDO,TRIGO,1999,CUSTEIO  DA LAVOURA,340.48
TOLEDO,TRIGO,1999,OUTRAS DESPESAS,45.73
TOLEDO,TRIGO,1999,DESPESAS FINANCEIRAS,14.34
TOLEDO,TRIGO,1999,DEPRECIACOES,40.38
TOLEDO,TRIGO,1999,OUTROS CUSTOS FIXOS,21.8
TOLEDO,TRIGO,1999,RENDA DE FATORES,117.54
TOLEDO,TRIGO,1999,PRODUTIVIDADE MEDIA,2300.0
TOLEDO,TRIGO,2000,CUSTEIO  DA LAVOURA,350.05
TOLEDO,TRIGO,2000,OUTRAS DESPESAS,49.27
TOLEDO,TRIGO,2000,DESPESAS FINANCEIRAS,14.76
TOLEDO,TRIGO,2000,DEPRECIACOES,42.4
TOLEDO,TRIGO,2000,OUTROS CUSTOS FIXOS,22.12
TOLEDO,TRIGO,2000,RENDA DE FATORES,101.76
TOLEDO,TRIGO,2000,PRODUTIVIDADE MEDIA,2300.0
UBIRATA,TRIGO,2001,CUSTEIO  DA LAVOURA,376.62
UBIRATA,TRIGO,2001,OUTRAS DESPESAS,60.93
UBIRATA,TRIGO,2001,DESPESAS FINANCEIRAS,14.03
UBIRATA,TRIGO,2001,DEPRECIACOES,56.04
UBIRATA,TRIGO,2001,OUTROS CUSTOS FIXOS,4.05
UBIRATA,TRIGO,2001,RENDA DE FATORES,111.2
UBIRATA,TRIGO,2001,PRODUTIVIDADE MEDIA,2400.0
UBIRATA,TRIGO,2002,CUSTEIO  DA LAVOURA,379.59
UBIRATA,TRIGO,2002,OUTRAS DESPESAS,73.32
UBIRATA,TRIGO,2002,DESPESAS FINANCEIRAS,16.84
UBIRATA,TRIGO,2002,DEPRECIACOES,50.97
UBIRATA,TRIGO,2002,OUTROS CUSTOS FIXOS,31.55
UBIRATA,TRIGO,2002,RENDA DE FATORES,121.65
UBIRATA,TRIGO,2002,PRODUTIVIDADE MEDIA,2000.0
UBIRATA,TRIGO,2003,CUSTEIO  DA LAVOURA,554.54
UBIRATA,TRIGO,2003,OUTRAS DESPESAS,111.5
UBIRATA,TRIGO,2003,DESPESAS FINANCEIRAS,28.54
UBIRATA,TRIGO,2003,DEPRECIACOES,77.62
UBIRATA,TRIGO,2003,OUTROS CUSTOS FIXOS,48.42
UBIRATA,TRIGO,2003,RENDA DE FATORES,196.64
UBIRATA,TRIGO,2003,PRODUTIVIDADE MEDIA,2250.0
CAMPO MOURAO,TRIGO,2003,CUSTEIO  DA LAVOURA,554.54
CAMPO MOURAO,TRIGO,2003,OUTRAS DESPESAS,111.5
CAMPO MOURAO,TRIGO,2003,DESPESAS FINANCEIRAS,28.54
CAMPO MOURAO,TRIGO,2003,DEPRECIACOES,77.62
CAMPO MOURAO,TRIGO,2003,OUTROS CUSTOS FIXOS,48.42
CAMPO MOURAO,TRIGO,2003,RENDA DE FATORES,196.64
CAMPO MOURAO,TRIGO,2003,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2004,CUSTEIO  DA LAVOURA,639.5
UBIRATA,TRIGO,2004,OUTRAS DESPESAS,121.55
UBIRATA,TRIGO,2004,DESPESAS FINANCEIRAS,25.3
UBIRATA,TRIGO,2004,DEPRECIACOES,96.66
UBIRATA,TRIGO,2004,OUTROS CUSTOS FIXOS,49.98
UBIRATA,TRIGO,2004,RENDA DE FATORES,208.86
UBIRATA,TRIGO,2004,PRODUTIVIDADE MEDIA,2250.0
CAMPO MOURAO,TRIGO,2004,CUSTEIO  DA LAVOURA,639.5
CAMPO MOURAO,TRIGO,2004,OUTRAS DESPESAS,121.55
CAMPO MOURAO,TRIGO,2004,DESPESAS FINANCEIRAS,25.3
CAMPO MOURAO,TRIGO,2004,DEPRECIACOES,96.66
CAMPO MOURAO,TRIGO,2004,OUTROS CUSTOS FIXOS,49.98
CAMPO MOURAO,TRIGO,2004,RENDA DE FATORES,208.86
CAMPO MOURAO,TRIGO,2004,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2005,CUSTEIO  DA LAVOURA,654.16
UBIRATA,TRIGO,2005,OUTRAS DESPESAS,125.26
UBIRATA,TRIGO,2005,DESPESAS FINANCEIRAS,25.88
UBIRATA,TRIGO,2005,DEPRECIACOES,110.26
UBIRATA,TRIGO,2005,OUTROS CUSTOS FIXOS,36.47
UBIRATA,TRIGO,2005,RENDA DE FATORES,230.06
UBIRATA,TRIGO,2005,PRODUTIVIDADE MEDIA,2250.0
CAMPO MOURAO,TRIGO,2005,CUSTEIO  DA LAVOURA,654.16
CAMPO MOURAO,TRIGO,2005,OUTRAS DESPESAS,125.26
CAMPO MOURAO,TRIGO,2005,DESPESAS FINANCEIRAS,25.88
CAMPO MOURAO,TRIGO,2005,DEPRECIACOES,110.26
CAMPO MOURAO,TRIGO,2005,OUTROS CUSTOS FIXOS,36.47
CAMPO MOURAO,TRIGO,2005,RENDA DE FATORES,230.06
CAMPO MOURAO,TRIGO,2005,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2006,CUSTEIO  DA LAVOURA,573.75
UBIRATA,TRIGO,2006,OUTRAS DESPESAS,133.04
UBIRATA,TRIGO,2006,DESPESAS FINANCEIRAS,22.02
UBIRATA,TRIGO,2006,DEPRECIACOES,94.48
UBIRATA,TRIGO,2006,OUTROS CUSTOS FIXOS,34.2
UBIRATA,TRIGO,2006,RENDA DE FATORES,254.79
UBIRATA,TRIGO,2006,PRODUTIVIDADE MEDIA,2250.0
CAMPO MOURAO,TRIGO,2006,CUSTEIO  DA LAVOURA,573.75
CAMPO MOURAO,TRIGO,2006,OUTRAS DESPESAS,133.04
CAMPO MOURAO,TRIGO,2006,DESPESAS FINANCEIRAS,22.02
CAMPO MOURAO,TRIGO,2006,DEPRECIACOES,94.48
CAMPO MOURAO,TRIGO,2006,OUTROS CUSTOS FIXOS,34.2
CAMPO MOURAO,TRIGO,2006,RENDA DE FATORES,254.79
CAMPO MOURAO,TRIGO,2006,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2007,CUSTEIO  DA LAVOURA,573.11
UBIRATA,TRIGO,2007,OUTRAS DESPESAS,131.47
UBIRATA,TRIGO,2007,DESPESAS FINANCEIRAS,19.42
UBIRATA,TRIGO,2007,DEPRECIACOES,103.83
UBIRATA,TRIGO,2007,OUTROS CUSTOS FIXOS,37.3
UBIRATA,TRIGO,2007,RENDA DE FATORES,260.55
UBIRATA,TRIGO,2007,PRODUTIVIDADE MEDIA,2250.0
CAMPO MOURAO,TRIGO,2007,CUSTEIO  DA LAVOURA,573.11
CAMPO MOURAO,TRIGO,2007,OUTRAS DESPESAS,131.47
CAMPO MOURAO,TRIGO,2007,DESPESAS FINANCEIRAS,19.42
CAMPO MOURAO,TRIGO,2007,DEPRECIACOES,103.83
CAMPO MOURAO,TRIGO,2007,OUTROS CUSTOS FIXOS,37.3
CAMPO MOURAO,TRIGO,2007,RENDA DE FATORES,260.55
CAMPO MOURAO,TRIGO,2007,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2008,CUSTEIO  DA LAVOURA,890.24
UBIRATA,TRIGO,2008,OUTRAS DESPESAS,114.44
UBIRATA,TRIGO,2008,DESPESAS FINANCEIRAS,28.21
UBIRATA,TRIGO,2008,DEPRECIACOES,135.76
UBIRATA,TRIGO,2008,OUTROS CUSTOS FIXOS,58.47
UBIRATA,TRIGO,2008,RENDA DE FATORES,221.99
UBIRATA,TRIGO,2008,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2009,CUSTEIO  DA LAVOURA,905.74
UBIRATA,TRIGO,2009,OUTRAS DESPESAS,153.49
UBIRATA,TRIGO,2009,DESPESAS FINANCEIRAS,28.14
UBIRATA,TRIGO,2009,DEPRECIACOES,136.96
UBIRATA,TRIGO,2009,OUTROS CUSTOS FIXOS,59.94
UBIRATA,TRIGO,2009,RENDA DE FATORES,222.04
UBIRATA,TRIGO,2009,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2010,CUSTEIO  DA LAVOURA,774.11
UBIRATA,TRIGO,2010,OUTRAS DESPESAS,141.12
UBIRATA,TRIGO,2010,DESPESAS FINANCEIRAS,23.37
UBIRATA,TRIGO,2010,DEPRECIACOES,141.27
UBIRATA,TRIGO,2010,OUTROS CUSTOS FIXOS,68.26
UBIRATA,TRIGO,2010,RENDA DE FATORES,224.9
UBIRATA,TRIGO,2010,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2011,CUSTEIO  DA LAVOURA,637.75
UBIRATA,TRIGO,2011,OUTRAS DESPESAS,154.31
UBIRATA,TRIGO,2011,DESPESAS FINANCEIRAS,21.36
UBIRATA,TRIGO,2011,DEPRECIACOES,138.9
UBIRATA,TRIGO,2011,OUTROS CUSTOS FIXOS,30.21
UBIRATA,TRIGO,2011,RENDA DE FATORES,263.63
UBIRATA,TRIGO,2011,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2012,CUSTEIO  DA LAVOURA,864.52
UBIRATA,TRIGO,2012,OUTRAS DESPESAS,157.82
UBIRATA,TRIGO,2012,DESPESAS FINANCEIRAS,22.32
UBIRATA,TRIGO,2012,DEPRECIACOES,141.09
UBIRATA,TRIGO,2012,OUTROS CUSTOS FIXOS,4.73
UBIRATA,TRIGO,2012,RENDA DE FATORES,244.6
UBIRATA,TRIGO,2012,PRODUTIVIDADE MEDIA,2250.0
UBIRATA,TRIGO,2013,CUSTEIO  DA LAVOURA,1139.24
UBIRATA,TRIGO,2013,OUTRAS DESPESAS,151.83
UBIRATA,TRIGO,2013,DESPESAS FINANCEIRAS,41.34
UBIRATA,TRIGO,2013,DEPRECIACOES,73.86
UBIRATA,TRIGO,2013,OUTROS CUSTOS FIXOS,175.88
UBIRATA,TRIGO,2013,RENDA DE FATORES,734.5
UBIRATA,TRIGO,2013,PRODUTIVIDADE MEDIA,2500.0
UBIRATA,TRIGO,2014,CUSTEIO  DA LAVOURA,1275.59
UBIRATA,TRIGO,2014,OUTRAS DESPESAS,259.07
UBIRATA,TRIGO,2014,DESPESAS FINANCEIRAS,36.26
UBIRATA,TRIGO,2014,DEPRECIACOES,100.21
UBIRATA,TRIGO,2014,OUTROS CUSTOS FIXOS,166.37
UBIRATA,TRIGO,2014,RENDA DE FATORES,735.57
UBIRATA,TRIGO,2014,PRODUTIVIDADE MEDIA,2500.0
UBIRATA,TRIGO,2015,CUSTEIO  DA LAVOURA,1249.24
UBIRATA,TRIGO,2015,OUTRAS DESPESAS,260.69
UBIRATA,TRIGO,2015,DESPESAS FINANCEIRAS,41.59
UBIRATA,TRIGO,2015,DEPRECIACOES,102.67
UBIRATA,TRIGO,2015,OUTROS CUSTOS FIXOS,166.35
UBIRATA,TRIGO,2015,RENDA DE FATORES,741.91
UBIRATA,TRIGO,2015,PRODUTIVIDADE MEDIA,2500.0
UBIRATA,TRIGO,2016,CUSTEIO  DA LAVOURA,1236.74
UBIRATA,TRIGO,2016,OUTRAS DESPESAS,263.18
UBIRATA,TRIGO,2016,DESPESAS FINANCEIRAS,41.25
UBIRATA,TRIGO,2016,DEPRECIACOES,105.0
UBIRATA,TRIGO,2016,OUTROS CUSTOS FIXOS,165.56
UBIRATA,TRIGO,2016,RENDA DE FATORES,1010.87
UBIRATA,TRIGO,2016,PRODUTIVIDADE MEDIA,2500.0
UBIRATA,TRIGO,2017,CUSTEIO  DA LAVOURA,1139.36
UBIRATA,TRIGO,2017,OUTRAS DESPESAS,248.55
UBIRATA,TRIGO,2017,DESPESAS FINANCEIRAS,39.36
UBIRATA,TRIGO,2017,DEPRECIACOES,108.53
UBIRATA,TRIGO,2017,OUTROS CUSTOS FIXOS,165.58
UBIRATA,TRIGO,2017,RENDA DE FATORES,1087.88
UBIRATA,TRIGO,2017,PRODUTIVIDADE MEDIA,2500.0
UBIRATA,TRIGO,2018,CUSTEIO  DA LAVOURA,1137.32
UBIRATA,TRIGO,2018,OUTRAS DESPESAS,274.86
UBIRATA,TRIGO,2018,DESPESAS FINANCEIRAS,37.85
UBIRATA,TRIGO,2018,DEPRECIACOES,113.75
UBIRATA,TRIGO,2018,OUTROS CUSTOS FIXOS,165.75
UBIRATA,TRIGO,2018,RENDA DE FATORES,1240.19
UBIRATA,TRIGO,2018,PRODUTIVIDADE MEDIA,2500.0
UBIRATA,TRIGO,2019,CUSTEIO  DA LAVOURA,1504.42
UBIRATA,TRIGO,2019,OUTRAS DESPESAS,297.23
UBIRATA,TRIGO,2019,DESPESAS FINANCEIRAS,62.03
UBIRATA,TRIGO,2019,DEPRECIACOES,266.43
UBIRATA,TRIGO,2019,OUTROS CUSTOS FIXOS,564.16
UBIRATA,TRIGO,2019,RENDA DE FATORES,1008.93
UBIRATA,TRIGO,2019,PRODUTIVIDADE MEDIA,3000.0
UBIRATA,TRIGO,2020,CUSTEIO  DA LAVOURA,1854.3
UBIRATA,TRIGO,2020,OUTRAS DESPESAS,339.11
UBIRATA,TRIGO,2020,DESPESAS FINANCEIRAS,76.38
UBIRATA,TRIGO,2020,DEPRECIACOES,243.43
UBIRATA,TRIGO,2020,OUTROS CUSTOS FIXOS,770.73
UBIRATA,TRIGO,2020,RENDA DE FATORES,978.06
UBIRATA,TRIGO,2020,PRODUTIVIDADE MEDIA,3000.0
UBIRATA,TRIGO,2021,CUSTEIO  DA LAVOURA,2446.02
UBIRATA,TRIGO,2021,OUTRAS DESPESAS,426.97
UBIRATA,TRIGO,2021,DESPESAS FINANCEIRAS,72.56
UBIRATA,TRIGO,2021,DEPRECIACOES,307.41
UBIRATA,TRIGO,2021,OUTROS CUSTOS FIXOS,894.71
UBIRATA,TRIGO,2021,RENDA DE FATORES,295.5
UBIRATA,TRIGO,2021,PRODUTIVIDADE MEDIA,3000.0
UBIRATA,TRIGO,2022,CUSTEIO  DA LAVOURA,4213.48
UBIRATA,TRIGO,2022,OUTRAS DESPESAS,679.28
UBIRATA,TRIGO,2022,DESPESAS FINANCEIRAS,192.6
UBIRATA,TRIGO,2022,DEPRECIACOES,573.49
UBIRATA,TRIGO,2022,OUTROS CUSTOS FIXOS,1050.21
UBIRATA,TRIGO,2022,RENDA DE FATORES,1321.99
UBIRATA,TRIGO,2022,PRODUTIVIDADE MEDIA,3000.0
UBIRATA,TRIGO,2023,CUSTEIO  DA LAVOURA,3247.12
UBIRATA,TRIGO,2023,OUTRAS DESPESAS,562.97
UBIRATA,TRIGO,2023,DESPESAS FINANCEIRAS,228.12
UBIRATA,TRIGO,2023,DEPRECIACOES,623.63
UBIRATA,TRIGO,2023,OUTROS CUSTOS FIXOS,1345.09
UBIRATA,TRIGO,2023,RENDA DE FATORES,3873.67
UBIRATA,TRIGO,2023,PRODUTIVIDADE MEDIA,3000.0
LONDRINA,TRIGO,1999,CUSTEIO  DA LAVOURA,380.72
LONDRINA,TRIGO,1999,OUTRAS DESPESAS,49.3
LONDRINA,TRIGO,1999,DESPESAS FINANCEIRAS,20.71
LONDRINA,TRIGO,1999,DEPRECIACOES,36.75
LONDRINA,TRIGO,1999,OUTROS CUSTOS FIXOS,18.71
LONDRINA,TRIGO,1999,RENDA DE FATORES,110.36
LONDRINA,TRIGO,1999,PRODUTIVIDADE MEDIA,2400.0
LONDRINA,TRIGO,2000,CUSTEIO  DA LAVOURA,395.3
LONDRINA,TRIGO,2000,OUTRAS DESPESAS,105.33
LONDRINA,TRIGO,2000,DESPESAS FINANCEIRAS,20.56
LONDRINA,TRIGO,2000,DEPRECIACOES,32.93
LONDRINA,TRIGO,2000,OUTROS CUSTOS FIXOS,11.84
LONDRINA,TRIGO,2000,RENDA DE FATORES,689.35
LONDRINA,TRIGO,2000,PRODUTIVIDADE MEDIA,2800.0
LONDRINA,TRIGO,2001,CUSTEIO  DA LAVOURA,399.94
LONDRINA,TRIGO,2001,OUTRAS DESPESAS,105.75
LONDRINA,TRIGO,2001,DESPESAS FINANCEIRAS,20.55
LONDRINA,TRIGO,2001,DEPRECIACOES,32.93
LONDRINA,TRIGO,2001,OUTROS CUSTOS FIXOS,11.84
LONDRINA,TRIGO,2001,RENDA DE FATORES,123.39
LONDRINA,TRIGO,2001,PRODUTIVIDADE MEDIA,2800.0
LONDRINA,TRIGO,2002,CUSTEIO  DA LAVOURA,576.57
LONDRINA,TRIGO,2002,OUTRAS DESPESAS,110.63
LONDRINA,TRIGO,2002,DESPESAS FINANCEIRAS,32.4
LONDRINA,TRIGO,2002,DEPRECIACOES,37.87
LONDRINA,TRIGO,2002,OUTROS CUSTOS FIXOS,16.44
LONDRINA,TRIGO,2002,RENDA DE FATORES,114.68
LONDRINA,TRIGO,2002,PRODUTIVIDADE MEDIA,3000.0
LONDRINA,TRIGO,2003,CUSTEIO  DA LAVOURA,890.03
LONDRINA,TRIGO,2003,OUTRAS DESPESAS,163.88
LONDRINA,TRIGO,2003,DESPESAS FINANCEIRAS,67.15
LONDRINA,TRIGO,2003,DEPRECIACOES,54.9
LONDRINA,TRIGO,2003,OUTROS CUSTOS FIXOS,23.49
LONDRINA,TRIGO,2003,RENDA DE FATORES,183.11
LONDRINA,TRIGO,2003,PRODUTIVIDADE MEDIA,3200.0
LONDRINA,TRIGO,2004,CUSTEIO  DA LAVOURA,1045.27
LONDRINA,TRIGO,2004,OUTRAS DESPESAS,197.14
LONDRINA,TRIGO,2004,DESPESAS FINANCEIRAS,58.55
LONDRINA,TRIGO,2004,DEPRECIACOES,83.07
LONDRINA,TRIGO,2004,OUTROS CUSTOS FIXOS,25.04
LONDRINA,TRIGO,2004,RENDA DE FATORES,213.21
LONDRINA,TRIGO,2004,PRODUTIVIDADE MEDIA,3200.0
LONDRINA,TRIGO,2005,CUSTEIO  DA LAVOURA,900.17
LONDRINA,TRIGO,2005,OUTRAS DESPESAS,183.2
LONDRINA,TRIGO,2005,DESPESAS FINANCEIRAS,54.15
LONDRINA,TRIGO,2005,DEPRECIACOES,77.37
LONDRINA,TRIGO,2005,OUTROS CUSTOS FIXOS,25.34
LONDRINA,TRIGO,2005,RENDA DE FATORES,211.52
LONDRINA,TRIGO,2005,PRODUTIVIDADE MEDIA,3200.0
LONDRINA,TRIGO,2006,CUSTEIO  DA LAVOURA,822.37
LONDRINA,TRIGO,2006,OUTRAS DESPESAS,175.74
LONDRINA,TRIGO,2006,DESPESAS FINANCEIRAS,50.76
LONDRINA,TRIGO,2006,OUTROS CUSTOS FIXOS,19.64
LONDRINA,TRIGO,2006,RENDA DE FATORES,244.67
LONDRINA,TRIGO,2006,PRODUTIVIDADE MEDIA,3200.0
LONDRINA,TRIGO,2007,CUSTEIO  DA LAVOURA,795.39
LONDRINA,TRIGO,2007,OUTRAS DESPESAS,142.42
LONDRINA,TRIGO,2007,DESPESAS FINANCEIRAS,39.07
LONDRINA,TRIGO,2007,DEPRECIACOES,84.44
LONDRINA,TRIGO,2007,OUTROS CUSTOS FIXOS,21.39
LONDRINA,TRIGO,2007,RENDA DE FATORES,250.22
LONDRINA,TRIGO,2007,PRODUTIVIDADE MEDIA,3200.0
LONDRINA,TRIGO,2008,CUSTEIO  DA LAVOURA,1067.05
LONDRINA,TRIGO,2008,OUTRAS DESPESAS,168.86
LONDRINA,TRIGO,2008,DESPESAS FINANCEIRAS,31.08
LONDRINA,TRIGO,2008,DEPRECIACOES,122.83
LONDRINA,TRIGO,2008,OUTROS CUSTOS FIXOS,54.7
LONDRINA,TRIGO,2008,RENDA DE FATORES,184.52
LONDRINA,TRIGO,2008,PRODUTIVIDADE MEDIA,2500.0
LONDRINA,TRIGO,2009,CUSTEIO  DA LAVOURA,1082.62
LONDRINA,TRIGO,2009,OUTRAS DESPESAS,200.89
LONDRINA,TRIGO,2009,DESPESAS FINANCEIRAS,34.54
LONDRINA,TRIGO,2009,DEPRECIACOES,186.08
LONDRINA,TRIGO,2009,OUTROS CUSTOS FIXOS,59.32
LONDRINA,TRIGO,2009,RENDA DE FATORES,294.36
LONDRINA,TRIGO,2009,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2010,CUSTEIO  DA LAVOURA,972.31
LONDRINA,TRIGO,2010,OUTRAS DESPESAS,188.12
LONDRINA,TRIGO,2010,DESPESAS FINANCEIRAS,29.57
LONDRINA,TRIGO,2010,DEPRECIACOES,179.51
LONDRINA,TRIGO,2010,OUTROS CUSTOS FIXOS,61.75
LONDRINA,TRIGO,2010,RENDA DE FATORES,296.16
LONDRINA,TRIGO,2010,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2011,CUSTEIO  DA LAVOURA,987.53
LONDRINA,TRIGO,2011,OUTRAS DESPESAS,222.89
LONDRINA,TRIGO,2011,DESPESAS FINANCEIRAS,38.43
LONDRINA,TRIGO,2011,DEPRECIACOES,186.2
LONDRINA,TRIGO,2011,OUTROS CUSTOS FIXOS,49.05
LONDRINA,TRIGO,2011,RENDA DE FATORES,369.34
LONDRINA,TRIGO,2011,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2012,CUSTEIO  DA LAVOURA,1077.19
LONDRINA,TRIGO,2012,OUTRAS DESPESAS,253.58
LONDRINA,TRIGO,2012,DESPESAS FINANCEIRAS,31.03
LONDRINA,TRIGO,2012,DEPRECIACOES,192.86
LONDRINA,TRIGO,2012,OUTROS CUSTOS FIXOS,7.71
LONDRINA,TRIGO,2012,RENDA DE FATORES,332.96
LONDRINA,TRIGO,2012,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2013,CUSTEIO  DA LAVOURA,1206.64
LONDRINA,TRIGO,2013,OUTRAS DESPESAS,280.83
LONDRINA,TRIGO,2013,DESPESAS FINANCEIRAS,31.26
LONDRINA,TRIGO,2013,DEPRECIACOES,212.05
LONDRINA,TRIGO,2013,OUTROS CUSTOS FIXOS,69.41
LONDRINA,TRIGO,2013,RENDA DE FATORES,186.71
LONDRINA,TRIGO,2013,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2014,CUSTEIO  DA LAVOURA,1352.66
LONDRINA,TRIGO,2014,OUTRAS DESPESAS,194.41
LONDRINA,TRIGO,2014,DESPESAS FINANCEIRAS,40.05
LONDRINA,TRIGO,2014,DEPRECIACOES,175.75
LONDRINA,TRIGO,2014,OUTROS CUSTOS FIXOS,39.65
LONDRINA,TRIGO,2014,RENDA DE FATORES,573.28
LONDRINA,TRIGO,2014,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2015,CUSTEIO  DA LAVOURA,1379.02
LONDRINA,TRIGO,2015,OUTRAS DESPESAS,199.67
LONDRINA,TRIGO,2015,DESPESAS FINANCEIRAS,41.9
LONDRINA,TRIGO,2015,DEPRECIACOES,186.73
LONDRINA,TRIGO,2015,OUTROS CUSTOS FIXOS,40.1
LONDRINA,TRIGO,2015,RENDA DE FATORES,670.85
LONDRINA,TRIGO,2015,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2016,CUSTEIO  DA LAVOURA,1382.07
LONDRINA,TRIGO,2016,OUTRAS DESPESAS,190.19
LONDRINA,TRIGO,2016,DESPESAS FINANCEIRAS,42.01
LONDRINA,TRIGO,2016,DEPRECIACOES,187.88
LONDRINA,TRIGO,2016,OUTROS CUSTOS FIXOS,40.16
LONDRINA,TRIGO,2016,RENDA DE FATORES,716.35
LONDRINA,TRIGO,2016,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2017,CUSTEIO  DA LAVOURA,1382.11
LONDRINA,TRIGO,2017,OUTRAS DESPESAS,201.12
LONDRINA,TRIGO,2017,DESPESAS FINANCEIRAS,42.25
LONDRINA,TRIGO,2017,DEPRECIACOES,211.11
LONDRINA,TRIGO,2017,OUTROS CUSTOS FIXOS,41.74
LONDRINA,TRIGO,2017,RENDA DE FATORES,789.57
LONDRINA,TRIGO,2017,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2018,CUSTEIO  DA LAVOURA,1575.59
LONDRINA,TRIGO,2018,OUTRAS DESPESAS,224.88
LONDRINA,TRIGO,2018,DESPESAS FINANCEIRAS,47.94
LONDRINA,TRIGO,2018,DEPRECIACOES,218.09
LONDRINA,TRIGO,2018,OUTROS CUSTOS FIXOS,42.07
LONDRINA,TRIGO,2018,RENDA DE FATORES,1256.91
LONDRINA,TRIGO,2018,PRODUTIVIDADE MEDIA,2600.0
LONDRINA,TRIGO,2019,CUSTEIO  DA LAVOURA,1876.93
LONDRINA,TRIGO,2019,OUTRAS DESPESAS,253.99
LONDRINA,TRIGO,2019,DESPESAS FINANCEIRAS,45.32
LONDRINA,TRIGO,2019,DEPRECIACOES,201.05
LONDRINA,TRIGO,2019,OUTROS CUSTOS FIXOS,137.04
LONDRINA,TRIGO,2019,RENDA DE FATORES,711.97
LONDRINA,TRIGO,2019,PRODUTIVIDADE MEDIA,3117.0
LONDRINA,TRIGO,2020,CUSTEIO  DA LAVOURA,2151.46
LONDRINA,TRIGO,2020,OUTRAS DESPESAS,275.47
LONDRINA,TRIGO,2020,DESPESAS FINANCEIRAS,40.53
LONDRINA,TRIGO,2020,DEPRECIACOES,215.24
LONDRINA,TRIGO,2020,OUTROS CUSTOS FIXOS,526.39
LONDRINA,TRIGO,2020,RENDA DE FATORES,707.38
LONDRINA,TRIGO,2020,PRODUTIVIDADE MEDIA,3117.0
LONDRINA,TRIGO,2021,CUSTEIO  DA LAVOURA,2506.64
LONDRINA,TRIGO,2021,OUTRAS DESPESAS,319.19
LONDRINA,TRIGO,2021,DESPESAS FINANCEIRAS,30.3
LONDRINA,TRIGO,2021,DEPRECIACOES,261.33
LONDRINA,TRIGO,2021,OUTROS CUSTOS FIXOS,799.83
LONDRINA,TRIGO,2021,RENDA DE FATORES,200.97
LONDRINA,TRIGO,2021,PRODUTIVIDADE MEDIA,3117.0
LONDRINA,TRIGO,2022,CUSTEIO  DA LAVOURA,4456.74
LONDRINA,TRIGO,2022,OUTRAS DESPESAS,505.82
LONDRINA,TRIGO,2022,DESPESAS FINANCEIRAS,134.32
LONDRINA,TRIGO,2022,DEPRECIACOES,362.85
LONDRINA,TRIGO,2022,OUTROS CUSTOS FIXOS,935.82
LONDRINA,TRIGO,2022,RENDA DE FATORES,696.52
LONDRINA,TRIGO,2022,PRODUTIVIDADE MEDIA,3117.0
LONDRINA,TRIGO,2022,CUSTEIO  DA LAVOURA,3590.76
LONDRINA,TRIGO,2022,OUTRAS DESPESAS,537.39
LONDRINA,TRIGO,2022,DESPESAS FINANCEIRAS,172.5
LONDRINA,TRIGO,2022,DEPRECIACOES,576.71
LONDRINA,TRIGO,2022,OUTROS CUSTOS FIXOS,908.79
LONDRINA,TRIGO,2022,RENDA DE FATORES,2098.02
LONDRINA,TRIGO,2022,PRODUTIVIDADE MEDIA,3200.0
CASCAVEL,TRIGO,2004,CUSTEIO  DA LAVOURA,952.61
CASCAVEL,TRIGO,2004,OUTRAS DESPESAS,161.83
CASCAVEL,TRIGO,2004,DESPESAS FINANCEIRAS,32.95
CASCAVEL,TRIGO,2004,DEPRECIACOES,57.07
CASCAVEL,TRIGO,2004,OUTROS CUSTOS FIXOS,28.15
CASCAVEL,TRIGO,2004,RENDA DE FATORES,212.8
CASCAVEL,TRIGO,2004,PRODUTIVIDADE MEDIA,2500.0
CASCAVEL,TRIGO,2005,CUSTEIO  DA LAVOURA,805.88
CASCAVEL,TRIGO,2005,OUTRAS DESPESAS,154.97
CASCAVEL,TRIGO,2005,DESPESAS FINANCEIRAS,28.31
CASCAVEL,TRIGO,2005,DEPRECIACOES,78.85
